menu_id,image_id,page_number,width,height
20573,4000009662,2,2415,3593
20573,467210,1,1720,2560
20574,4000009663,2,2404,3582
20574,467211,1,1700,2560
20575,4000009664,2,2163,3111
20575,467213,1,1763,2560
20576,4000009665,2,2291,3430
20576,467214,1,1701,2560
20577,4000009680,2,2391,3568
20577,467220,1,1715,2560
20578,4000009683,2,2416,3589
20578,467223,1,1703,2560
20579,4000009684,2,1667,2560
20579,4000009685,3,1665,2560
20579,4000009686,4,2361,3566
20579,467224,1,2351,3555
20580,4000009687,2,2397,3598
20580,467225,1,1708,2560
20581,4000009688,2,2390,3606
20581,467226,1,1708,2560
20582,4000009695,2,2292,3432
20582,467229,1,1707,2560
20583,4000009696,2,2301,3429
20583,467230,1,1725,2560
20584,4000010469,2,2273,3262
20584,468610,1,1792,2560
20585,4000009915,2,1869,2866
20585,468227,1,1660,2560
20586,4000009927,2,1625,2560
20586,4000009928,3,1624,2560
20586,4000009929,4,2402,3624
20586,468240,1,2367,3588
20587,4000009940,2,2415,3594
20587,468244,1,1685,2560
20588,4000009941,2,2415,3647
20588,468245,1,1714,2560
20589,4000009942,2,1576,2560
20589,4000009943,3,1544,2560
20589,4000009944,4,2561,3839
20589,468246,1,2490,3842
20590,4000009945,2,2407,3638
20590,468247,1,1708,2560
20591,4000009946,2,1629,2560
20591,4000009947,3,1601,2560
20591,4000009948,4,2380,3614
20591,468248,1,2393,3620
20592,4000009949,2,2441,3620
20592,468250,1,1738,2560
20593,4000009950,2,2446,3633
20593,468251,1,1706,2560
20594,4000009951,2,2402,3624
20594,468252,1,1694,2560
20595,4000009959,2,2366,3571
20595,468256,1,1668,2560
20596,4000009963,2,2339,3568
20596,468258,1,1686,2560
20597,4000010603,2,1970,3184
20597,468729,1,1591,2560
20598,4000010794,2,2081,2560
20598,468864,1,2653,3269
20599,4000010795,2,1538,2560
20599,468865,1,1539,2560
20600,4000010820,2,1664,2560
20600,4000010821,3,1666,2560
20600,4000010822,4,2177,3132
20600,468874,1,2187,3159
20601,4000010867,2,4537,3960
20601,468886,1,2560,2255
20602,4000010872,2,4406,4020
20602,468891,1,2560,2372
20603,4000010873,2,2631,3241
20603,468892,1,2072,2560
20604,4000010874,2,2073,2560
20604,468893,1,2089,2560
20605,4000010991,2,2277,3204
20605,468963,1,1808,2560
20606,4000011187,2,4256,4001
20606,469113,1,2560,2389
20607,4000010992,2,2292,3248
20607,468964,1,1790,2560
20608,4000010993,2,4298,4012
20608,468965,1,2560,2376
20609,4000010995,2,2593,3222
20609,468967,1,2081,2560
20610,4000010996,2,2634,3259
20610,468968,1,2078,2560
20611,4000011235,2,2291,3190
20611,475976,1,1836,2560
20612,4000011236,2,2260,3198
20612,475977,1,1830,2560
20613,4000011237,2,2621,3258
20613,475978,1,2068,2560
20614,4000011238,2,2658,3231
20614,475979,1,2067,2560
20615,4000011239,2,2648,3241
20615,475980,1,2080,2560
20616,4000011240,2,2282,3245
20616,475981,1,1799,2560
20617,4000011241,2,4262,4001
20617,475982,1,2560,2400
20618,4000011246,2,2656,3270
20618,475985,1,2062,2560
20619,4000011247,2,2673,3245
20619,475986,1,2086,2560
20620,4000011248,2,2650,3270
20620,475987,1,2108,2560
20621,4000011249,2,2247,3236
20621,475988,1,1766,2560
20622,4000011250,2,2282,3246
20622,475989,1,1807,2560
20623,4000011252,2,2251,3196
20623,475991,1,1785,2560
20624,4000011489,2,1794,2560
20624,476182,1,1788,2560
20625,4000011490,2,1784,2560
20625,476183,1,1765,2560
20626,4000011491,2,2560,2351
20626,476184,1,2560,2343
20627,4000011504,2,2265,3228
20627,476189,1,1804,2560
20628,4000011505,2,2269,3254
20628,476190,1,1774,2560
20629,4000011506,2,2560,2246
20629,476191,1,2560,2255
20630,4000011508,2,2265,3224
20630,476193,1,1806,2560
20631,4000011511,2,2265,3224
20631,476196,1,1787,2560
20632,4000011512,2,2269,3258
20632,476197,1,1778,2560
20633,4000011513,2,4344,3975
20633,476198,1,2560,2347
20634,4000011515,2,4232,3958
20634,476200,1,2560,2391
20635,4000011522,2,2325,3521
20635,476211,1,1672,2560
20636,4000011523,2,2304,3547
20636,476212,1,1700,2560
20637,4000021709,2,1727,2560
20637,473126,1,1731,2560
20638,4000021731,2,2118,3125
20638,473130,1,1744,2560
20639,4000021826,3,1588,2560
20640,4000021887,2,2175,3586
20640,4000021888,3,1578,2560
20640,4000021889,4,2321,3616
20640,473184,1,2314,3581
20641,4000021901,2,1593,2560
20641,4000021902,3,1600,2560
20641,4000021903,4,1654,2560
20641,473190,1,1657,2560
20642,4000014463,2,2106,3340
20642,469307,1,1601,2560
20643,4000014465,2,1615,2560
20643,4000014466,3,1630,2560
20643,4000014467,4,1908,2842
20643,469309,1,1917,2850
20644,4000013529,2,1709,2560
20644,4000013530,3,1717,2560
20644,4000013531,4,2165,3078
20644,471308,1,2187,3134
20645,4000013532,2,2264,3375
20645,471309,1,1704,2560
20646,4000013533,2,2288,3304
20646,471310,1,1734,2560
20647,4000013534,2,2297,3391
20647,471311,1,1717,2560
20648,4000013535,2,2273,3312
20648,471312,1,1731,2560
20649,4000013536,2,2279,3409
20649,471313,1,1718,2560
20650,4000013537,2,2293,3356
20650,471314,1,1744,2560
20651,4000013538,2,2280,3369
20651,471315,1,1733,2560
20652,4000013539,2,1746,2560
20652,4000013540,3,1770,2560
20652,4000013541,4,2198,3076
20652,471316,1,2213,3082
20653,4000013550,2,2270,3375
20653,471320,1,1730,2560
20654,4000013551,2,2273,3379
20654,471321,1,1744,2560
20655,4000013552,2,2282,3337
20655,471322,1,1762,2560
20656,4000013553,2,2262,3356
20656,471323,1,1727,2560
20657,4000013554,2,2262,3329
20657,471324,1,1752,2560
20658,4000013555,2,1691,2560
20658,471325,1,1677,2560
20659,4000014934,2,1920,3110
20659,469687,1,1583,2560
20660,4000014936,2,1927,3128
20660,469689,1,1593,2560
20661,4000014937,2,2257,3408
20661,469690,1,1713,2560
20662,4000014938,2,1530,2560
20662,4000014939,3,1485,2560
20662,4000014940,4,1809,2773
20662,469691,1,1789,2767
20663,4000015398,2,2321,3439
20663,469965,1,1744,2560
20664,4000015400,2,1666,2560
20664,469967,1,1715,2560
20665,4000015401,2,1691,2560
20665,469968,1,1669,2560
20666,4000015405,2,2299,3374
20666,469970,1,1748,2560
20667,4000015406,2,2300,3427
20667,469971,1,1723,2560
20668,4000015407,2,1728,2560
20668,4000015408,3,1716,2560
20668,4000015409,4,2243,3186
20668,469972,1,2248,3163
20669,4000015410,2,2157,3001
20669,469975,1,1824,2560
20670,4000015411,2,2140,2992
20670,469976,1,1845,2560
20671,4000015412,2,2307,3392
20671,469977,1,1748,2560
20672,4000015413,2,2295,3387
20672,469978,1,1743,2560
20673,4000015414,2,1683,2560
20673,469979,1,1674,2560
20674,4000015415,2,1710,2646
20674,469980,1,1675,2560
20675,4000015416,2,1667,2560
20675,469981,1,1675,2560
20676,4000015417,2,1682,2560
20676,469982,1,1692,2560
20677,4000015418,2,2222,3403
20677,469983,1,1669,2560
20678,4000015419,2,2282,3396
20678,469984,1,1709,2560
20679,4000015420,2,2303,3391
20679,469985,1,1739,2560
20680,4000015296,2,2316,3426
20680,469895,1,1727,2560
20681,4000015453,2,2239,3395
20681,470014,1,1699,2560
20682,4000015454,2,2328,3391
20682,470015,1,1765,2560
20683,4000015455,2,2241,3416
20683,470016,1,1676,2560
20684,4000015456,2,1684,2560
20684,4000015457,3,1703,2560
20684,4000015458,4,2171,3123
20684,470017,1,2203,3146
20685,4000015459,2,2284,3363
20685,470018,1,1745,2560
20686,4000015460,2,2265,3388
20686,470019,1,1731,2560
20687,4000015471,2,2281,3377
20687,470024,1,1723,2560
20688,4000015352,2,2115,2971
20688,469928,1,1830,2560
20689,4000015353,2,2162,2988
20689,469929,1,1832,2560
20690,4000009543,2,2384,3593
20690,467138,1,1688,2560
20691,4000009544,2,2397,3609
20691,467139,1,1701,2560
20692,4000009545,2,1674,2560
20692,4000009546,3,1670,2560
20692,4000009547,4,2513,3823
20692,467140,1,2537,3862
20693,4000009548,2,2333,3525
20693,467141,1,1689,2560
20694,4000009549,2,2311,3510
20694,467142,1,1687,2560
20695,4000009550,2,1673,2560
20695,4000009551,3,1654,2560
20695,4000009552,4,2313,3514
20695,467143,1,2281,3515
20696,4000009574,2,1741,2560
20696,467157,1,1692,2560
20697,4000009576,2,2292,3516
20697,467159,1,1682,2560
20698,4000009577,2,2301,3525
20698,467160,1,1676,2560
20699,4000009581,2,2376,3587
20699,467162,1,2377,3638
20700,4000009582,2,2433,3572
20700,467163,1,1725,2560
20701,4000009583,2,1687,2560
20701,4000009584,3,1681,2560
20701,4000009585,4,2370,3605
20701,467164,1,2373,3580
20702,4000009586,2,2389,3605
20702,467165,1,1676,2560
20703,4000009587,2,2405,3610
20703,467166,1,1725,2560
20704,4000009595,2,2306,3486
20704,467170,1,1697,2560
20705,4000009598,2,2394,3597
20705,467173,1,1737,2560
20706,4000008912,2,1943,3739
20706,466772,1,1316,2560
20707,4000008946,2,1635,2560
20707,466782,1,1635,2560
20708,4000008966,2,1861,2932
20708,466795,1,1641,2560
20709,4000008969,2,2160,3379
20709,466798,1,1608,2560
20710,4000008970,2,1670,2560
20710,4000008971,3,1661,2560
20710,4000008972,4,1912,2870
20710,466799,1,1952,2818
20711,4000008973,2,2150,3436
20711,466800,1,1624,2560
20712,4000008975,2,1654,2560
20712,4000008976,3,1608,2560
20712,4000008977,4,1929,2918
20712,466802,1,1991,2906
20713,4000009007,2,2310,3416
20713,466822,1,1725,2560
20714,4000009020,2,2143,3052
20714,466833,1,1844,2560
20715,4000009021,2,1930,2899
20715,466834,1,1679,2560
20716,4000009023,2,2548,3874
20716,466836,1,1659,2560
20717,4000009024,2,2093,3272
20717,466837,1,1670,2560
20718,4000009025,2,2153,3026
20718,466838,1,1817,2560
20719,4000009032,2,1851,2560
20719,466843,1,1855,2560
20720,4000010875,2,2634,3242
20720,468894,1,2077,2560
20721,4000010876,2,2626,3236
20721,468895,1,2080,2560
20722,4000010877,2,2622,3241
20722,468896,1,2058,2560
20723,4000010878,2,2630,3242
20723,468897,1,2084,2560
20724,4000010879,2,2275,3241
20724,468898,1,1808,2560
20725,4000010881,2,2249,3213
20725,468900,1,1778,2560
20726,4000010883,2,4267,4007
20726,468902,1,2560,2385
20727,4000010884,2,4296,3972
20727,468903,1,2560,2372
20728,4000010885,2,2221,3211
20728,468904,1,1773,2560
20729,4000010470,2,2258,3224
20729,468611,1,1789,2560
20730,4000010474,2,2264,3257
20730,468615,1,1759,2560
20731,4000010475,2,2058,2502
20731,4000010476,3,1988,2560
20731,4000010477,4,2045,2547
20731,468616,1,2041,2523
20732,4000010478,2,1938,3051
20732,468617,1,1643,2560
20733,4000010480,2,2278,3244
20733,468619,1,1795,2560
20734,4000010482,2,4322,3749
20734,468625,1,2560,2231
20735,4000010483,2,2255,3227
20735,468626,1,1807,2560
20736,4000010484,2,4454,3787
20736,468627,1,2560,2198
20737,4000010485,2,2282,3250
20737,468628,1,1779,2560
20738,4000010486,2,4280,3971
20738,468629,1,2560,2415
20739,4000010487,2,2218,3237
20739,468630,1,1775,2560
20740,4000010496,2,2112,3310
20740,468633,1,1628,2560
20741,4000010497,2,4172,3936
20741,468634,1,2560,2413
20742,4000010508,2,4282,3939
20742,468641,1,2560,2349
20743,4000010604,2,4310,3982
20743,468730,1,2560,2374
20744,4000010607,2,2243,3219
20744,468733,1,1784,2560
20745,4000010612,2,2097,3699
20745,468738,1,1446,2560
20746,4000010613,2,2264,3227
20746,468739,1,1805,2560
20747,4000010614,2,2255,3200
20747,468744,1,1801,2560
20748,4000010615,2,2254,3231
20748,468745,1,1797,2560
20749,4000010616,2,2263,3196
20749,468746,1,1823,2560
20750,4000010617,2,2239,3203
20750,468747,1,1780,2560
20751,4000010618,2,2280,3206
20751,468748,1,1827,2560
20752,4000010997,2,2640,3250
20752,468969,1,2100,2560
20753,4000010999,2,2239,3258
20753,468975,1,1761,2560
20754,4000011000,2,4277,4000
20754,468976,1,2560,2371
20755,4000011003,2,2388,2586
20755,4000011004,3,2372,2560
20755,4000011005,4,2516,2603
20755,468979,1,2510,2647
20756,4000011006,2,2291,3241
20756,468980,1,1804,2560
20757,4000011010,2,2626,3232
20757,468982,1,2070,2560
20758,4000011011,2,2646,3245
20758,468983,1,2099,2560
20759,4000011012,2,2618,3254
20759,468984,1,2104,2560
20760,4000011017,2,2256,3218
20760,468989,1,1793,2560
20761,4000011018,2,2666,3219
20761,468990,1,2095,2560
20762,4000011019,2,2647,3228
20762,468991,1,2098,2560
20763,4000011189,2,2646,3235
20763,469115,1,2086,2560
20764,4000011194,2,2291,3262
20764,469118,1,1821,2560
20765,4000011524,2,2316,3529
20765,476213,1,1672,2560
20766,4000011525,2,2299,3508
20766,476214,1,1682,2560
20767,4000011526,2,2308,3534
20767,476215,1,1678,2560
20768,4000011369,2,4309,4004
20768,476087,1,2560,2392
20769,4000011253,2,2270,3226
20769,475992,1,1814,2560
20770,4000011378,2,2657,3257
20770,476090,1,2111,2560
20771,4000011379,2,2656,3258
20771,476091,1,2081,2560
20772,4000011380,2,2670,3246
20772,476092,1,2089,2560
20773,4000011381,2,2265,3237
20773,476093,1,1805,2560
20774,4000011382,2,2277,3207
20774,476094,1,1814,2560
20775,4000011383,2,4266,4000
20775,476095,1,2560,2403
20776,4000011384,2,4322,4006
20776,476096,1,2560,2346
20777,4000011385,2,2263,3232
20777,476097,1,1812,2560
20778,4000011386,2,2307,3233
20778,476098,1,1786,2560
20779,4000011388,2,2626,3242
20779,476101,1,2073,2560
20780,4000011389,2,2648,3239
20780,476102,1,2098,2560
20781,4000011390,2,2631,3234
20781,476103,1,2084,2560
20782,4000011391,2,4346,4066
20782,476104,1,2560,2409
20783,4000011392,2,4297,4002
20783,476105,1,2560,2381
20784,4000011393,2,2630,3235
20784,476106,1,2101,2560
20785,4000011394,2,2626,3247
20785,476107,1,2077,2560
20786,4000011395,2,2613,3240
20786,476108,1,2081,2560
20787,4000021907,2,2145,3257
20787,473194,1,1690,2560
20788,4000021908,2,2097,3181
20788,473195,1,1668,2560
20789,4000021974,2,2175,3482
20789,473210,1,1611,2560
20790,4000013660,2,2251,3314
20790,471424,1,1746,2560
20791,4000013661,2,2295,3359
20791,471425,1,1733,2560
20792,4000013662,2,2303,3397
20792,471426,1,1736,2560
20793,4000013449,2,2282,3391
20793,471237,1,1774,2560
20794,4000013450,2,1757,2560
20794,4000013451,3,1735,2560
20794,4000013452,4,2196,3115
20794,471238,1,2204,3099
20795,4000013463,2,2062,2940
20795,471243,1,1791,2560
20796,4000013464,2,1640,2560
20796,471244,1,1685,2560
20797,4000013465,2,2256,3357
20797,471245,1,1740,2560
20798,4000013466,2,2274,3353
20798,471246,1,1727,2560
20799,4000013467,2,2210,3368
20799,471247,1,1684,2560
20800,4000013468,2,2284,3381
20800,471252,1,1734,2560
20801,4000013469,2,2291,3353
20801,471253,1,1735,2560
20802,4000013470,2,2243,3348
20802,471254,1,1740,2560
20803,4000015354,2,2118,2966
20803,469930,1,1821,2560
20804,4000015362,2,2140,2953
20804,469932,1,1875,2560
20805,4000015363,2,2136,2947
20805,469933,1,1880,2560
20806,4000015364,2,2123,2962
20806,469934,1,1846,2560
20807,4000015366,2,2269,3392
20807,469937,1,1716,2560
20808,4000015368,2,1688,2560
20808,4000015369,3,1730,2560
20808,4000015370,4,2221,3121
20808,469938,1,2200,3114
20809,4000015426,2,1729,2560
20809,4000015427,3,1738,2560
20810,4000015429,2,2316,3413
20810,469992,1,1730,2560
20811,4000015430,2,2239,3400
20811,469993,1,1683,2560
20812,4000015433,2,2291,3439
20812,469996,1,1716,2560
20813,4000015435,2,1728,2634
20813,469998,1,1667,2560
20814,4000015439,2,1722,2560
20814,4000015440,3,1715,2560
20815,4000015442,2,2299,3405
20815,470001,1,1731,2560
20816,4000015443,2,2333,3412
20816,470002,1,1753,2560
20817,4000015444,2,2320,3396
20817,470003,1,1735,2560
20818,4000015445,2,2314,3398
20818,470004,1,1741,2560
20819,4000015446,2,2235,3413
20819,470005,1,1680,2560
20820,4000015447,2,2295,3422
20820,470010,1,1727,2560
20821,4000015448,2,2334,3392
20821,470011,1,1747,2560
20822,4000015449,2,2244,3410
20822,470012,1,1672,2560
20823,4000015450,2,1723,2560
20823,4000015451,3,1717,2560
20823,4000015452,4,2235,3168
20823,470013,1,2247,3160
20824,4000015372,2,1619,2560
20824,4000015373,3,1600,2560
20824,4000015374,4,1705,2560
20824,469942,1,2320,3500
20825,4000015387,2,2179,3014
20825,469956,1,1864,2560
20826,4000015389,2,1684,2560
20826,469958,1,1677,2560
20827,4000015390,2,1741,2638
20827,469959,1,1668,2560
20828,4000015391,2,2256,3417
20828,469960,1,1676,2560
20829,4000015392,2,2305,3402
20829,469961,1,1716,2560
20830,4000015393,2,2156,3015
20830,469962,1,1836,2560
20831,4000009033,2,2560,1709
20831,466844,1,1710,2560
20832,4000009034,2,2560,1715
20832,466845,1,1720,2560
20833,4000008535,2,1996,3099
20833,466522,1,1656,2560
20834,4000008536,2,2698,3617
20834,466523,1,1933,2560
20835,4000008538,2,2132,3342
20835,466525,1,1624,2560
20836,4000008539,2,1641,2560
20836,4000008540,3,1708,2560
20836,4000008541,4,1943,2867
20836,466526,1,1907,2867
20837,4000008542,2,1674,2560
20837,4000008543,3,1629,2560
20837,4000008544,4,1908,2854
20837,466527,1,1891,2854
20838,4000008545,2,2107,3354
20838,466528,1,1591,2560
20839,4000008546,2,2264,3475
20839,466529,1,1700,2560
20840,4000008547,2,2323,3512
20840,466530,1,1683,2560
20841,4000008548,2,1693,2560
20841,4000008549,3,1604,2560
20841,4000008550,4,2317,3516
20841,466531,1,2340,3544
20842,4000008551,2,2560,1766
20842,4000008552,3,3103,2167
20842,4000008553,4,2304,3528
20842,466532,1,3555,2149
20843,4000008555,2,2166,3301
20843,466534,1,1671,2560
20844,4000008556,2,2154,3294
20844,466535,1,1688,2560
20845,4000008557,2,1697,2560
20845,466536,1,1647,2560
20846,4000008563,2,1871,2560
20846,466542,1,1837,2560
20847,4000008573,2,2166,3293
20847,466548,1,1667,2560
20848,4000008788,2,1959,3725
20848,466700,1,1338,2560
20849,4000008789,2,2139,3377
20849,466701,1,1614,2560
20850,4000008790,2,1916,3068
20850,466702,1,1592,2560
20851,4000008791,2,1646,2560
20851,4000008792,3,1644,2560
20851,4000008793,4,1893,2871
20851,466703,1,1909,2858
20852,4000008795,2,1631,2560
20852,4000008796,3,1648,2560
20852,4000008797,4,1933,2884
20852,466705,1,1908,2843
20853,4000008798,2,1960,3723
20853,466706,1,1349,2560
20854,4000008799,2,1899,3045
20854,466707,1,1601,2560
20855,4000008800,2,2132,3361
20855,466708,1,1616,2560
20856,4000008802,2,1888,3030
20856,466711,1,1630,2560
20857,4000008803,2,2115,3345
20857,466712,1,1610,2560
20858,4000008804,2,1939,3717
20858,466713,1,1327,2560
20859,4000008809,2,2560,1952
20859,466718,1,3688,2821
20860,4000008834,2,1641,2560
20860,4000008835,3,1647,2560
20860,4000008836,4,1923,2844
20860,466723,1,1917,2861
20861,4000008840,2,2121,3360
20861,466727,1,1606,2560
20862,4000010619,2,4262,3976
20862,468749,1,2560,2384
20863,4000010620,2,2089,2560
20863,468750,1,2614,3209
20864,4000010621,2,2079,2560
20864,468751,1,2629,3232
20865,4000010622,2,2071,2560
20865,468752,1,2597,3212
20866,4000010623,2,2097,2560
20866,468753,1,2593,3214
20867,4000010624,2,2076,2560
20867,468754,1,2619,3234
20868,4000010392,2,1922,2800
20868,468530,1,1777,2560
20869,4000010395,2,3529,2373
20869,468533,1,1720,2560
20870,4000010396,2,3508,2359
20870,468534,1,1737,2560
20871,4000010400,2,1642,2560
20871,468538,1,1633,2560
20872,4000010404,2,2124,3342
20872,468547,1,1626,2560
20873,4000010407,2,2128,3324
20873,468550,1,1644,2560
20874,4000010408,2,1914,2938
20874,468551,1,1648,2560
20875,4000010409,2,1953,3034
20875,468552,1,1638,2560
20876,4000010410,2,1945,3017
20876,468553,1,1649,2560
20877,4000010419,2,2090,2995
20877,468562,1,1773,2560
20878,4000010424,2,2015,3136
20878,468567,1,1638,2560
20879,4000010431,2,2011,3120
20879,468570,1,1650,2560
20880,4000010432,2,2282,3254
20880,468571,1,1803,2560
20881,4000010433,2,2097,3066
20881,468572,1,1783,2560
20882,4000010434,2,1947,3043
20882,468573,1,1639,2560
20883,4000010435,2,2110,3031
20883,468574,1,1769,2560
20884,4000009964,2,2369,3582
20884,468262,1,1701,2560
20885,4000010077,2,1989,2842
20885,468333,1,1839,2560
20886,4000010078,2,1851,2560
20886,468334,1,1845,2560
20887,4000010079,2,1860,2560
20887,468335,1,1870,2560
20888,4000010080,2,1839,2560
20888,468336,1,1818,2560
20889,4000010097,2,1681,2669
20889,468347,1,1699,2669
20890,4000010101,2,1967,2787
20890,468351,1,1783,2560
20891,4000010116,2,1928,2798
20891,468356,1,1754,2560
20892,4000010117,2,1904,3131
20892,468357,1,1569,2560
20893,4000010118,2,1843,2560
20893,468359,1,1842,2560
20894,4000010127,2,1934,3129
20894,468364,1,1555,2560
20895,4000011020,2,2634,3250
20895,468992,1,2078,2560
20896,4000011021,2,2251,3246
20896,468993,1,1759,2560
20897,4000011022,2,4271,3986
20897,468994,1,2560,2398
20898,4000011023,2,2277,3261
20898,468995,1,1784,2560
20899,4000011024,2,2225,3226
20899,468996,1,1759,2560
20900,4000011026,2,2631,3236
20900,468998,1,2076,2560
20901,4000011027,2,2661,3242
20901,468999,1,2103,2560
20902,4000011028,2,2622,3255
20902,469000,1,2084,2560
20903,4000011035,2,2634,3254
20903,469005,1,2077,2560
20904,4000011036,2,2075,2560
20904,469006,1,2650,3244
20905,4000011037,2,2276,3229
20905,469008,1,1810,2560
20906,4000011038,2,2274,3244
20906,469009,1,1810,2560
20907,4000011039,2,2260,3245
20907,469010,1,1791,2560
20908,4000011057,2,1782,2560
20908,469015,1,1788,2560
20909,4000011058,2,2560,2397
20909,469016,1,2560,2393
20910,4000011059,2,2560,2405
20910,469017,1,2560,2400
20911,4000011076,2,2294,3258
20911,469020,1,1804,2560
20912,4000011078,2,4313,4005
20912,469022,1,2560,2391
20913,4000011083,2,2296,3267
20913,469025,1,1822,2560
20914,4000011084,2,4305,4010
20914,469026,1,2560,2403
20915,4000011087,2,2280,3236
20915,469029,1,1801,2560
20916,4000011088,2,4433,3924
20916,469030,1,2560,2259
20917,4000011106,2,2290,3250
20917,469039,1,1811,2560
20918,4000011108,2,4332,4020
20918,469041,1,2560,2367
20919,4000011109,2,2277,3224
20919,469042,1,1821,2560
20920,4000011110,2,2641,3258
20920,469043,1,2070,2560
20921,4000011111,2,2629,3253
20921,469044,1,2032,2560
20922,4000011406,2,2647,3271
20922,476111,1,2092,2560
20923,4000011527,2,2328,3520
20923,476216,1,1706,2560
20924,4000011254,2,4268,4007
20924,475993,1,2560,2411
20925,4000011255,2,4322,4073
20925,475994,1,2560,2389
20926,4000011259,2,2669,3233
20926,475996,1,2085,2560
20927,4000011260,2,2630,3228
20927,475997,1,2086,2560
20928,4000011261,2,2633,3240
20928,475998,1,2075,2560
20929,4000011262,2,2302,3236
20929,475999,1,1771,2560
20930,4000011263,2,2298,3254
20930,476000,1,1786,2560
20931,4000011264,2,4460,3851
20931,476001,1,2560,2221
20932,4000011266,2,2293,3237
20932,476003,1,1844,2560
20933,4000011267,2,1619,2560
20933,4000011268,3,1588,2560
20933,4000011269,4,2540,3938
20933,476004,1,2524,3960
20934,4000011271,2,2270,3197
20934,476006,1,1829,2560
20935,4000011272,2,2293,3208
20935,476007,1,1840,2560
20936,4000011273,2,4293,4053
20936,476008,1,2560,2429
20937,4000011274,2,2656,3267
20937,476009,1,2108,2560
20938,4000011275,2,2677,3271
20938,476010,1,2101,2560
20939,4000011276,2,2639,3215
20939,476011,1,2101,2560
20940,4000011277,2,2264,3292
20940,476012,1,1814,2560
20941,4000011528,2,2295,3533
20941,476217,1,1658,2560
20942,4000011697,2,1723,2622
20942,476277,1,1696,2560
20943,4000011698,2,1677,2560
20943,476278,1,1683,2560
20944,4000011699,2,1648,2560
20944,476279,1,1677,2560
20945,4000011739,2,1684,2600
20945,476282,1,1668,2560
20946,4000011740,2,1710,2601
20946,476283,1,1670,2560
20947,4000011741,2,1644,2560
20947,476284,1,1672,2560
20948,4000011756,2,1598,2560
20948,476290,1,1624,2560
20949,4000011757,2,1942,3056
20949,476291,1,1637,2560
20950,4000011774,2,2142,3051
20950,476294,1,1753,2560
20951,4000011775,2,1702,2609
20951,476295,1,1694,2560
20952,4000011776,2,1652,2560
20952,476296,1,1665,2560
20953,1687349,1,5428,7230
20953,1687350,2,5428,7230
20953,1687351,3,6732,5374
20953,1687352,4,5428,7230
20953,1687353,5,5428,7230
20954,1687365,1,4349,4794
20954,1687366,2,4349,4794
20954,1687468,3,4349,4794
20954,1687469,4,4349,4794
20954,1687470,5,4349,4794
20954,1687471,6,4229,4794
20954,1687472,7,4290,4794
20955,1687445,1,5428,7230
20955,1687446,2,5428,7230
20955,1687447,3,5428,7230
20955,1687448,4,5428,7230
20956,1687424,1,5414,7064
20957,1687367,1,5328,6848
20957,1687368,2,5328,6848
20957,1687369,3,5328,6848
20957,1687370,4,5328,6848
20958,1687357,1,1922,2560
20958,1687358,2,1922,2560
20958,1687359,3,1922,2560
20958,1687360,4,1922,2560
20959,1687346,1,5428,7230
20959,1687347,2,7230,5428
20959,1687348,3,5428,7230
20960,1687354,1,5244,7226
20960,1687355,2,5381,6885
20960,1687356,3,6504,5414
20961,1687434,1,5428,7230
20961,1687435,2,7230,5428
20961,1687436,3,5428,7230
20962,1687449,1,2069,2560
20962,1687450,2,2069,2560
20962,1687451,3,2069,2560
20963,1687489,1,5428,7230
20963,1687490,2,7230,5428
20963,1687491,3,5428,7230
20964,1687492,1,5428,7230
20964,1687493,2,5428,7230
20964,1687494,3,5428,7230
20964,1687495,4,5428,7230
20964,1687496,5,5428,7230
20965,1687385,1,5422,6558
20965,1687386,2,7230,5428
20965,1687387,3,6558,5422
20966,1687504,2,1922,2560
20966,1687505,3,1922,2560
20966,1687506,4,1922,2560
20967,1687485,1,5428,7230
20967,1687508,2,7230,5428
20967,1687509,3,5428,7230
20968,1687453,1,5428,7230
20968,1687454,2,7230,5428
20968,1687455,3,7230,5428
20968,1687456,4,5428,7230
20969,1687457,1,5428,7230
20969,1687458,2,5428,7230
20969,1687459,3,5428,7230
20969,1687460,4,5428,7230
20969,1687461,5,5428,7230
20970,ps_rbk_637,1,1423,2560
20971,ps_rbk_657,1,2560,2560
20972,ps_rbk_661,1,3140,4361
20973,psnypl_rbk_951,2,4888,6510
20973,psnypl_rbk_952,1,4888,6510
20976,1939252,1,4274,6450
20976,1939253,2,2037,2560
20976,1939254,3,4660,5858
20976,1939255,4,4274,6450
20978,4000018995,2,1554,2560
20978,4000018996,3,2034,3352
20978,4000018997,4,2129,3360
20978,473712,1,2132,3344
20979,4000016187,2,1632,2560
20979,472032,1,1639,2560
20980,4000005238,2,1852,2773
20980,467503,1,1693,2560
20981,4000016882,2,1905,2912
20981,472304,1,1695,2560
20982,4000003082,2,1781,2560
20982,4000003083,3,1796,2560
20982,4000003084,4,1808,2560
20982,4000003085,5,1773,2560
20982,4000003086,6,1781,2560
20982,470272,1,1775,2560
20983,4000016246,2,3122,2292
20983,472057,1,1872,2560
20984,4000002778,2,2492,2857
20984,470146,1,2474,2883
20985,4000003010,2,1749,2560
20985,470224,1,1727,2560
20986,4000018468,2,2127,2560
20986,473506,1,2106,2560
20987,4000012861,2,2118,3378
20987,470865,1,1603,2560
20988,4000006723,2,1886,2560
20988,468107,1,1872,2560
20989,4000019937,2,3117,4227
20989,474042,1,3101,4204
